CM_field_label|base_field|quadric|cubic
8.0.322133434624.1|||
8.0.542936601.2|||
8.0.93469609984.1|||
8.0.8177946624.1|||
8.0.33392445696.1|||
8.0.207360000.2|||
8.0.770829564961.1|||
8.0.1898257761.1|x^4-7*x^2-3*x+4|(-36691585331410*K.1^3+80354890829280*K.1^2+80863187858036*K.1-67016328228400)*X^2+(2965*K.1^3-3380*K.1^2-16830*K.1+10184)*Y^2+(147324683581667*K.1^3-168359352118124*K.1^2-839156322675661*K.1+517152259833767)*Z^2|(11304441334944181227045471543082683902727287360*K.1^3-24756824806206172773470054310043896047746720960*K.1^2-24913427784269850059594127614286430130545274640*K.1+20647299461403287315362013336005628014789205440)*X^3+(714550085241769759313998083192038642594160*K.1^3-1564864977283491166465400935754888169730080*K.1^2-1574789452343373775715394518610235398195720*K.1+1305118603371448340526778886397937016636640)*X^2*Y+(-1566234261029766210610004196536995064254608*K.1^3+1788126053487175854259831796012811031104672*K.1^2+8922186041444461199989686655862178680810304*K.1-5487508847355026394946316544090390496336128)*X^2*Z+(-2633228243464667565132592714862477280*K.1^3+3038638091574793518810175635864316080*K.1^2+14892612041723941493458087092126082380*K.1-9174101574497040259788226440203545680)*X*Y^2+(-432829889147246364342629983867931284262400*K.1^3+494149954371729396313885254366961929897600*K.1^2+2465651970323190112686916580986632321919680*K.1-1516477298649004535969492933191992252622080)*X*Y*Z+(65330927756075972959614698040379932316851102000*K.1^3-74586485656869851823474224878995272565768786000*K.1^2-372163159215332533439909279806630236216284808000*K.1+228895423105088519074215135886550976531906432000)*X*Z^2+(586068179853541864235743805171319630*K.1^3-669097118437176883435645250813767380*K.1^2-3338589149564034268362639490003294695*K.1+2053368705242142416499679329138084420)*Y^3+(291774827345675492561422062962051602166898*K.1^3-333111193161190537849578798765699145118652*K.1^2-1662119961176430017527996721460313264132728*K.1+1022271546858834759114322461420354255603552)*Y^2*Z+(-62252372394903686234447838651031963095511904100*K.1^3+71071796443541638370908921799985554097958683300*K.1^2+354625901893128256550059467402647038412450047800*K.1-218109369227271838561973152096395552872775900000)*Y*Z^2+(-7328952074136697129059031375659372431511122004710780*K.1^3+8367259162359984690391671620142125073771147127483984*K.1^2+41749995557719033506312828177129742412855129488229796*K.1-25677941438702962139911262385328826916202896632705860)*Z^3+(617497492531749977489103*K.1^3-704979774490703260560552*K.1^2-3517626600581376343986153*K.1+2163484341745780443649443)*T^3
8.0.1898257761.1|x^4-7*x^2-3*x+4|(-36691585331410*K.1^3+80354890829280*K.1^2+80863187858036*K.1-67016328228400)*X^2+(2965*K.1^3-3380*K.1^2-16830*K.1+10184)*Y^2+(147324683581667*K.1^3-168359352118124*K.1^2-839156322675661*K.1+517152259833767)*Z^2|(11304441334944181227045471543082683902727287360*K.1^3-24756824806206172773470054310043896047746720960*K.1^2-24913427784269850059594127614286430130545274640*K.1+20647299461403287315362013336005628014789205440)*X^3+(-714550085241769759313998083192038642594160*K.1^3+1564864977283491166465400935754888169730080*K.1^2+1574789452343373775715394518610235398195720*K.1-1305118603371448340526778886397937016636640)*X^2*Y+(-1566234261029766210610004196536995064254608*K.1^3+1788126053487175854259831796012811031104672*K.1^2+8922186041444461199989686655862178680810304*K.1-5487508847355026394946316544090390496336128)*X^2*Z+(-2633228243464667565132592714862477280*K.1^3+3038638091574793518810175635864316080*K.1^2+14892612041723941493458087092126082380*K.1-9174101574497040259788226440203545680)*X*Y^2+(432829889147246364342629983867931284262400*K.1^3-494149954371729396313885254366961929897600*K.1^2-2465651970323190112686916580986632321919680*K.1+1516477298649004535969492933191992252622080)*X*Y*Z+(65330927756075972959614698040379932316851102000*K.1^3-74586485656869851823474224878995272565768786000*K.1^2-372163159215332533439909279806630236216284808000*K.1+228895423105088519074215135886550976531906432000)*X*Z^2+(-586068179853541864235743805171319630*K.1^3+669097118437176883435645250813767380*K.1^2+3338589149564034268362639490003294695*K.1-2053368705242142416499679329138084420)*Y^3+(291774827345675492561422062962051602166898*K.1^3-333111193161190537849578798765699145118652*K.1^2-1662119961176430017527996721460313264132728*K.1+1022271546858834759114322461420354255603552)*Y^2*Z+(62252372394903686234447838651031963095511904100*K.1^3-71071796443541638370908921799985554097958683300*K.1^2-354625901893128256550059467402647038412450047800*K.1+218109369227271838561973152096395552872775900000)*Y*Z^2+(-7328952074136697129059031375659372431511122004710780*K.1^3+8367259162359984690391671620142125073771147127483984*K.1^2+41749995557719033506312828177129742412855129488229796*K.1-25677941438702962139911262385328826916202896632705860)*Z^3+(-617497492531749977489103*K.1^3+704979774490703260560552*K.1^2+3517626600581376343986153*K.1-2163484341745780443649443)*T^3
8.0.1898257761.1|x^4-7*x^2-3*x+4|(36691585331410*K.1^3-80354890829280*K.1^2-80863187858036*K.1+67016328228400)*X^2+(-2965*K.1^3+3380*K.1^2+16830*K.1-10184)*Y^2+(-147324683581667*K.1^3+168359352118124*K.1^2+839156322675661*K.1-517152259833767)*Z^2|(11304441334944181227045471543082683902727287360*K.1^3-24756824806206172773470054310043896047746720960*K.1^2-24913427784269850059594127614286430130545274640*K.1+20647299461403287315362013336005628014789205440)*X^3+(714550085241769759313998083192038642594160*K.1^3-1564864977283491166465400935754888169730080*K.1^2-1574789452343373775715394518610235398195720*K.1+1305118603371448340526778886397937016636640)*X^2*Y+(1566234261029766210610004196536995064254608*K.1^3-1788126053487175854259831796012811031104672*K.1^2-8922186041444461199989686655862178680810304*K.1+5487508847355026394946316544090390496336128)*X^2*Z+(-2633228243464667565132592714862477280*K.1^3+3038638091574793518810175635864316080*K.1^2+14892612041723941493458087092126082380*K.1-9174101574497040259788226440203545680)*X*Y^2+(432829889147246364342629983867931284262400*K.1^3-494149954371729396313885254366961929897600*K.1^2-2465651970323190112686916580986632321919680*K.1+1516477298649004535969492933191992252622080)*X*Y*Z+(65330927756075972959614698040379932316851102000*K.1^3-74586485656869851823474224878995272565768786000*K.1^2-372163159215332533439909279806630236216284808000*K.1+228895423105088519074215135886550976531906432000)*X*Z^2+(586068179853541864235743805171319630*K.1^3-669097118437176883435645250813767380*K.1^2-3338589149564034268362639490003294695*K.1+2053368705242142416499679329138084420)*Y^3+(-291774827345675492561422062962051602166898*K.1^3+333111193161190537849578798765699145118652*K.1^2+1662119961176430017527996721460313264132728*K.1-1022271546858834759114322461420354255603552)*Y^2*Z+(-62252372394903686234447838651031963095511904100*K.1^3+71071796443541638370908921799985554097958683300*K.1^2+354625901893128256550059467402647038412450047800*K.1-218109369227271838561973152096395552872775900000)*Y*Z^2+(7328952074136697129059031375659372431511122004710780*K.1^3-8367259162359984690391671620142125073771147127483984*K.1^2-41749995557719033506312828177129742412855129488229796*K.1+25677941438702962139911262385328826916202896632705860)*Z^3+(617497492531749977489103*K.1^3-704979774490703260560552*K.1^2-3517626600581376343986153*K.1+2163484341745780443649443)*T^3
8.0.1898257761.1|x^4-7*x^2-3*x+4|(36691585331410*K.1^3-80354890829280*K.1^2-80863187858036*K.1+67016328228400)*X^2+(-2965*K.1^3+3380*K.1^2+16830*K.1-10184)*Y^2+(-147324683581667*K.1^3+168359352118124*K.1^2+839156322675661*K.1-517152259833767)*Z^2|(11304441334944181227045471543082683902727287360*K.1^3-24756824806206172773470054310043896047746720960*K.1^2-24913427784269850059594127614286430130545274640*K.1+20647299461403287315362013336005628014789205440)*X^3+(-714550085241769759313998083192038642594160*K.1^3+1564864977283491166465400935754888169730080*K.1^2+1574789452343373775715394518610235398195720*K.1-1305118603371448340526778886397937016636640)*X^2*Y+(1566234261029766210610004196536995064254608*K.1^3-1788126053487175854259831796012811031104672*K.1^2-8922186041444461199989686655862178680810304*K.1+5487508847355026394946316544090390496336128)*X^2*Z+(-2633228243464667565132592714862477280*K.1^3+3038638091574793518810175635864316080*K.1^2+14892612041723941493458087092126082380*K.1-9174101574497040259788226440203545680)*X*Y^2+(-432829889147246364342629983867931284262400*K.1^3+494149954371729396313885254366961929897600*K.1^2+2465651970323190112686916580986632321919680*K.1-1516477298649004535969492933191992252622080)*X*Y*Z+(65330927756075972959614698040379932316851102000*K.1^3-74586485656869851823474224878995272565768786000*K.1^2-372163159215332533439909279806630236216284808000*K.1+228895423105088519074215135886550976531906432000)*X*Z^2+(-586068179853541864235743805171319630*K.1^3+669097118437176883435645250813767380*K.1^2+3338589149564034268362639490003294695*K.1-2053368705242142416499679329138084420)*Y^3+(-291774827345675492561422062962051602166898*K.1^3+333111193161190537849578798765699145118652*K.1^2+1662119961176430017527996721460313264132728*K.1-1022271546858834759114322461420354255603552)*Y^2*Z+(62252372394903686234447838651031963095511904100*K.1^3-71071796443541638370908921799985554097958683300*K.1^2-354625901893128256550059467402647038412450047800*K.1+218109369227271838561973152096395552872775900000)*Y*Z^2+(7328952074136697129059031375659372431511122004710780*K.1^3-8367259162359984690391671620142125073771147127483984*K.1^2-41749995557719033506312828177129742412855129488229796*K.1+25677941438702962139911262385328826916202896632705860)*Z^3+(617497492531749977489103*K.1^3-704979774490703260560552*K.1^2-3517626600581376343986153*K.1+2163484341745780443649443)*T^3
8.0.213452923445.1|||
8.0.170308443456.1|||
8.0.508277025.1|||
8.0.535051286784.1|||
8.0.11577760000.2|||
8.0.847460171776.1|||
8.0.29586752064.1|x^4-2*x^3-13*x^2+8*x+4|(182000047155686545408*K.1^3-201592477972108437504*K.1^2-2545891507661064069120*K.1-815824207774345027584)*X^2+(606545152*K.1^3-671837952*K.1^2-8484595712*K.1-2718866432)*Y^2+1/2*(-61686295644119021310856720426384999*K.1^3+143838507454113351608835498290172898*K.1^2+754199949811258681166475101575747581*K.1-743714386290395003332002603876478064)*Z^2|(-28342818096407695849880560355610293460069712828522690015992316887040*K.1^3+31405463392826895549766145420292170130487782991634873267857542021120*K.1^2+396423372725458500820136793003021191103024650058897606023179569725440*K.1+127031014885816446557331592486410103823080977564922161258331201863680)*X^3+(-1082676138493778395851966413326654081658312160743527917668597760*K.1^3+1199219807972627947385829943270256470398144505226155905607434240*K.1^2+15144948694391483798730994816154519374377169880256295798084730880*K.1+4853159922590357994555477049371826269537883942342968164173086720)*X^2*Y+(60111494069678551951740806145160841360926539426589176352020836352*K.1^3-139720858474355102543601891507157569636745137444349260138602827776*K.1^2-735587191755979102345220687869823385130175599996199107842186854400*K.1+718707961846126537037795038015862496091570249539690913534617993216)*X^2*Z+(-4611620958538930690263612341751315669195854765763818987520*K.1^3+5108066400362589200194210372898597544914165392164216053760*K.1^2+64509245304972661813629234774948912907944665889289227632640*K.1+20671817036826214345187249222286326132178061437897938534400)*X*Y^2+(1713576734650881118451968269767670543844130300876473798964305920*K.1^3-3995670012215072425030817453552322797110174202034383967593472000*K.1^2-20950841945041161018841295724391044783255646530813362472626257920*K.1+20659506901815025574846621832609749002992976591021310960713236480)*X*Y*Z+(32497304515917667466782795542003726058754633150321586954133316034545470464000*K.1^3-75776373488510071247696434287612590316462932138098534472858228878653017088000*K.1^2-397324319429172121958632336520659786138917243902642617693234913939666153472000*K.1+391800360708674840196327191011509379496736706750356655288849241702560542720000)*X*Z^2+(-4053676534379044605461783986910364360160048797573120*K.1^3+4490059591517555746864414849530714482175002845655040*K.1^2+56704503991738091046028421025858268046225505510850560*K.1+18170808371693513895537044136391777486618351477800960)*Y^3+(-19763665872215775984015834215636521280596523280994220453266944*K.1^3+46084404510705057541639791107976734178284731814820675635833344*K.1^2+241638043795065049632463673159608012783343571282990429937668096*K.1-238278575269299924899704873248831502403071583887932311462909952)*Y^2*Z+(-633925252589427896485663991773041079699805836881420565038379449022137177600*K.1^3+1478170495047844600436917250384347335073550915457538581675153850727743987200*K.1^2+7750609575347667542798521205455273467056426257192339778751998891952659558400*K.1-7642853655915346951762240416418573693523772425854956609961810161031488153600)*Y*Z^2+(-456414192597786386114302322620874325068567565902544316460681067864866069319305658254944054526812*K.1^3+1064254800172924369882527036984707485046157514717492601301362191966106399099266109823416497099140*K.1^2+5580292308948433768059449860460001525691911327003988210023265599848061256182644692469197349229472*K.1-5502710084917380977962771513625211758961063649097241706324006416959643000164468059179039081241108)*Z^3+1/2*(18451556911692630225082374103065731835261604501084275*K.1^3-43024862794391600450171746713628377990129720899452650*K.1^2-225595704060807685621251769321839103071218099874217425*K.1+222459270432622563680242836928122799119643575514190100)*T^3
8.0.29586752064.1|x^4-2*x^3-13*x^2+8*x+4|(-182000047155686545408*K.1^3+201592477972108437504*K.1^2+2545891507661064069120*K.1+815824207774345027584)*X^2+(-606545152*K.1^3+671837952*K.1^2+8484595712*K.1+2718866432)*Y^2+1/2*(61686295644119021310856720426384999*K.1^3-143838507454113351608835498290172898*K.1^2-754199949811258681166475101575747581*K.1+743714386290395003332002603876478064)*Z^2|(-28342818096407695849880560355610293460069712828522690015992316887040*K.1^3+31405463392826895549766145420292170130487782991634873267857542021120*K.1^2+396423372725458500820136793003021191103024650058897606023179569725440*K.1+127031014885816446557331592486410103823080977564922161258331201863680)*X^3+(-1082676138493778395851966413326654081658312160743527917668597760*K.1^3+1199219807972627947385829943270256470398144505226155905607434240*K.1^2+15144948694391483798730994816154519374377169880256295798084730880*K.1+4853159922590357994555477049371826269537883942342968164173086720)*X^2*Y+(60111494069678551951740806145160841360926539426589176352020836352*K.1^3-139720858474355102543601891507157569636745137444349260138602827776*K.1^2-735587191755979102345220687869823385130175599996199107842186854400*K.1+718707961846126537037795038015862496091570249539690913534617993216)*X^2*Z+(-4611620958538930690263612341751315669195854765763818987520*K.1^3+5108066400362589200194210372898597544914165392164216053760*K.1^2+64509245304972661813629234774948912907944665889289227632640*K.1+20671817036826214345187249222286326132178061437897938534400)*X*Y^2+(1713576734650881118451968269767670543844130300876473798964305920*K.1^3-3995670012215072425030817453552322797110174202034383967593472000*K.1^2-20950841945041161018841295724391044783255646530813362472626257920*K.1+20659506901815025574846621832609749002992976591021310960713236480)*X*Y*Z+(32497304515917667466782795542003726058754633150321586954133316034545470464000*K.1^3-75776373488510071247696434287612590316462932138098534472858228878653017088000*K.1^2-397324319429172121958632336520659786138917243902642617693234913939666153472000*K.1+391800360708674840196327191011509379496736706750356655288849241702560542720000)*X*Z^2+(-4053676534379044605461783986910364360160048797573120*K.1^3+4490059591517555746864414849530714482175002845655040*K.1^2+56704503991738091046028421025858268046225505510850560*K.1+18170808371693513895537044136391777486618351477800960)*Y^3+(-19763665872215775984015834215636521280596523280994220453266944*K.1^3+46084404510705057541639791107976734178284731814820675635833344*K.1^2+241638043795065049632463673159608012783343571282990429937668096*K.1-238278575269299924899704873248831502403071583887932311462909952)*Y^2*Z+(-633925252589427896485663991773041079699805836881420565038379449022137177600*K.1^3+1478170495047844600436917250384347335073550915457538581675153850727743987200*K.1^2+7750609575347667542798521205455273467056426257192339778751998891952659558400*K.1-7642853655915346951762240416418573693523772425854956609961810161031488153600)*Y*Z^2+(-456414192597786386114302322620874325068567565902544316460681067864866069319305658254944054526812*K.1^3+1064254800172924369882527036984707485046157514717492601301362191966106399099266109823416497099140*K.1^2+5580292308948433768059449860460001525691911327003988210023265599848061256182644692469197349229472*K.1-5502710084917380977962771513625211758961063649097241706324006416959643000164468059179039081241108)*Z^3+1/2*(18451556911692630225082374103065731835261604501084275*K.1^3-43024862794391600450171746713628377990129720899452650*K.1^2-225595704060807685621251769321839103071218099874217425*K.1+222459270432622563680242836928122799119643575514190100)*T^3
8.0.29586752064.1|x^4-2*x^3-13*x^2+8*x+4|(182000047155686545408*K.1^3-201592477972108437504*K.1^2-2545891507661064069120*K.1-815824207774345027584)*X^2+(606545152*K.1^3-671837952*K.1^2-8484595712*K.1-2718866432)*Y^2+1/2*(-61686295644119021310856720426384999*K.1^3+143838507454113351608835498290172898*K.1^2+754199949811258681166475101575747581*K.1-743714386290395003332002603876478064)*Z^2|(-28342818096407695849880560355610293460069712828522690015992316887040*K.1^3+31405463392826895549766145420292170130487782991634873267857542021120*K.1^2+396423372725458500820136793003021191103024650058897606023179569725440*K.1+127031014885816446557331592486410103823080977564922161258331201863680)*X^3+(-1082676138493778395851966413326654081658312160743527917668597760*K.1^3+1199219807972627947385829943270256470398144505226155905607434240*K.1^2+15144948694391483798730994816154519374377169880256295798084730880*K.1+4853159922590357994555477049371826269537883942342968164173086720)*X^2*Y+(-60111494069678551951740806145160841360926539426589176352020836352*K.1^3+139720858474355102543601891507157569636745137444349260138602827776*K.1^2+735587191755979102345220687869823385130175599996199107842186854400*K.1-718707961846126537037795038015862496091570249539690913534617993216)*X^2*Z+(-4611620958538930690263612341751315669195854765763818987520*K.1^3+5108066400362589200194210372898597544914165392164216053760*K.1^2+64509245304972661813629234774948912907944665889289227632640*K.1+20671817036826214345187249222286326132178061437897938534400)*X*Y^2+(-1713576734650881118451968269767670543844130300876473798964305920*K.1^3+3995670012215072425030817453552322797110174202034383967593472000*K.1^2+20950841945041161018841295724391044783255646530813362472626257920*K.1-20659506901815025574846621832609749002992976591021310960713236480)*X*Y*Z+(32497304515917667466782795542003726058754633150321586954133316034545470464000*K.1^3-75776373488510071247696434287612590316462932138098534472858228878653017088000*K.1^2-397324319429172121958632336520659786138917243902642617693234913939666153472000*K.1+391800360708674840196327191011509379496736706750356655288849241702560542720000)*X*Z^2+(-4053676534379044605461783986910364360160048797573120*K.1^3+4490059591517555746864414849530714482175002845655040*K.1^2+56704503991738091046028421025858268046225505510850560*K.1+18170808371693513895537044136391777486618351477800960)*Y^3+(19763665872215775984015834215636521280596523280994220453266944*K.1^3-46084404510705057541639791107976734178284731814820675635833344*K.1^2-241638043795065049632463673159608012783343571282990429937668096*K.1+238278575269299924899704873248831502403071583887932311462909952)*Y^2*Z+(-633925252589427896485663991773041079699805836881420565038379449022137177600*K.1^3+1478170495047844600436917250384347335073550915457538581675153850727743987200*K.1^2+7750609575347667542798521205455273467056426257192339778751998891952659558400*K.1-7642853655915346951762240416418573693523772425854956609961810161031488153600)*Y*Z^2+(456414192597786386114302322620874325068567565902544316460681067864866069319305658254944054526812*K.1^3-1064254800172924369882527036984707485046157514717492601301362191966106399099266109823416497099140*K.1^2-5580292308948433768059449860460001525691911327003988210023265599848061256182644692469197349229472*K.1+5502710084917380977962771513625211758961063649097241706324006416959643000164468059179039081241108)*Z^3+1/2*(-18451556911692630225082374103065731835261604501084275*K.1^3+43024862794391600450171746713628377990129720899452650*K.1^2+225595704060807685621251769321839103071218099874217425*K.1-222459270432622563680242836928122799119643575514190100)*T^3
8.0.29586752064.1|x^4-2*x^3-13*x^2+8*x+4|(182000047155686545408*K.1^3-201592477972108437504*K.1^2-2545891507661064069120*K.1-815824207774345027584)*X^2+(606545152*K.1^3-671837952*K.1^2-8484595712*K.1-2718866432)*Y^2+1/2*(-61686295644119021310856720426384999*K.1^3+143838507454113351608835498290172898*K.1^2+754199949811258681166475101575747581*K.1-743714386290395003332002603876478064)*Z^2|(-28342818096407695849880560355610293460069712828522690015992316887040*K.1^3+31405463392826895549766145420292170130487782991634873267857542021120*K.1^2+396423372725458500820136793003021191103024650058897606023179569725440*K.1+127031014885816446557331592486410103823080977564922161258331201863680)*X^3+(1082676138493778395851966413326654081658312160743527917668597760*K.1^3-1199219807972627947385829943270256470398144505226155905607434240*K.1^2-15144948694391483798730994816154519374377169880256295798084730880*K.1-4853159922590357994555477049371826269537883942342968164173086720)*X^2*Y+(60111494069678551951740806145160841360926539426589176352020836352*K.1^3-139720858474355102543601891507157569636745137444349260138602827776*K.1^2-735587191755979102345220687869823385130175599996199107842186854400*K.1+718707961846126537037795038015862496091570249539690913534617993216)*X^2*Z+(-4611620958538930690263612341751315669195854765763818987520*K.1^3+5108066400362589200194210372898597544914165392164216053760*K.1^2+64509245304972661813629234774948912907944665889289227632640*K.1+20671817036826214345187249222286326132178061437897938534400)*X*Y^2+(-1713576734650881118451968269767670543844130300876473798964305920*K.1^3+3995670012215072425030817453552322797110174202034383967593472000*K.1^2+20950841945041161018841295724391044783255646530813362472626257920*K.1-20659506901815025574846621832609749002992976591021310960713236480)*X*Y*Z+(32497304515917667466782795542003726058754633150321586954133316034545470464000*K.1^3-75776373488510071247696434287612590316462932138098534472858228878653017088000*K.1^2-397324319429172121958632336520659786138917243902642617693234913939666153472000*K.1+391800360708674840196327191011509379496736706750356655288849241702560542720000)*X*Z^2+(4053676534379044605461783986910364360160048797573120*K.1^3-4490059591517555746864414849530714482175002845655040*K.1^2-56704503991738091046028421025858268046225505510850560*K.1-18170808371693513895537044136391777486618351477800960)*Y^3+(-19763665872215775984015834215636521280596523280994220453266944*K.1^3+46084404510705057541639791107976734178284731814820675635833344*K.1^2+241638043795065049632463673159608012783343571282990429937668096*K.1-238278575269299924899704873248831502403071583887932311462909952)*Y^2*Z+(633925252589427896485663991773041079699805836881420565038379449022137177600*K.1^3-1478170495047844600436917250384347335073550915457538581675153850727743987200*K.1^2-7750609575347667542798521205455273467056426257192339778751998891952659558400*K.1+7642853655915346951762240416418573693523772425854956609961810161031488153600)*Y*Z^2+(-456414192597786386114302322620874325068567565902544316460681067864866069319305658254944054526812*K.1^3+1064254800172924369882527036984707485046157514717492601301362191966106399099266109823416497099140*K.1^2+5580292308948433768059449860460001525691911327003988210023265599848061256182644692469197349229472*K.1-5502710084917380977962771513625211758961063649097241706324006416959643000164468059179039081241108)*Z^3+1/2*(18451556911692630225082374103065731835261604501084275*K.1^3-43024862794391600450171746713628377990129720899452650*K.1^2-225595704060807685621251769321839103071218099874217425*K.1+222459270432622563680242836928122799119643575514190100)*T^3
8.0.40300750625.2|||
8.0.13981620301.1|||
8.0.31132789597.1|||
8.0.56920893561.2|||
8.0.342102016.2|||
8.0.92998161936.1|x^4-14*x^2-6*x+16|(-11432*K.1^3-17472*K.1^2+253440*K.1-81920)*X^2+1/3*(-1960238873929440342312678446978*K.1^3-1758394657704560733521132239096*K.1^2+25866010057343380333578126081899*K.1+34964041102174828946604739539061)*Y^2+(4932617115502089529489733760*K.1^3+4424709507956925101480744960*K.1^2-65087538878500547948068934752*K.1-87981230169586526076746077952)*Z^2|(-3938192036263320299716196400223143726328789378445906101056111820538816526138133306572967137280*K.1^3+12235263366563304642489067797513732663223343401954360674465363888079186656872570605987711058880*K.1^2+16079492235243158448481476478800690744873209158070873675862262426457291793763176245431695488640*K.1-21426458095318856950201243317079100589858712239196685616854443370066602577548728782445320965120)*X^3+(-44162081249118360605955141481191896954228163100293231780988745484256784754639993341035163824835424112*K.1^3+143589170287743586182902005070527639225370260097589469106515508941570353619518406571696407322933784896*K.1^2+147094067965193582180186054264589984302761525785118552123276596938114422219018177839193211229256923424*K.1-215612413267623767800451137940877586066471429994508806317463581445610041844178102490156994589936560896)*X^2*Y+(-419229662899116530190609879900051403727455861671252301624145157048839203117995193273512977785860480*K.1^3+601990336531057197884893030034655390877893353497180293627691695646629032926443607050418577026465920*K.1^2+5004794411995218741241806748715213441763951164079088271116254776187451172812525888644788065671070080*K.1-4671251288716992966028607573517730630044764973962358913077530445983962291356615301333787819104158720)*X^2*Z+(252411682527029207817199293849097067617236781944265504840909335112854147786915725023838169527279983027600*K.1^3-1005881999910223943134849443327038700873960443492458310986425361324731443806952292640551551621573449337600*K.1^2-940528285941470734084512449889550722732725824086133101551868083031830824235055666891920656271730459563200*K.1+1470887216941661941835200226132967416620692277713827222720069391608025065414657866054328773633815431590400)*X*Y^2+(2688756767132518741880582987142416034462601796419713203967810766646765504674966383018864418820456094720*K.1^3+10219290852981609127679974029638916432346561117703375186149957429911764275437284771845496242275591198720*K.1^2+1276091705820387748276562987371918022684779328652763830371268365752730409084792957477871220008480909440*K.1-11308559617296281044811376912635633762469100045878802635730894025909493935354089855093978073381714119680)*X*Y*Z+(-12749467791945649605339716373116398354854509237157877611086743948269017341637701284174779302048035482387840*K.1^3+18307606273953919136065815457590032677587854822907266340146278018021360813525689141777196953578058789725440*K.1^2+152203730235427507981680821754478388501247038206648607590871372718818283553262132876612170252319109172793600*K.1-142060235488008626711729610632826676576205990404670630062223620441424818169934792801326352672245804682434560)*X*Z^2+(-3511016352811950789666452817689300419980393216568185810093570823886609526961386083270121164423973558596200141491369428*K.1^3-13356465149888800780483366983375304171918463175050156471209599619122836098373501121641005111712327656551139347258069412*K.1^2-1655831386806276670432199314144594118354112959439154930412328517396504418168243092609849335743635308015993450991710800*K.1+14767083937838671521540366475285181441513408773410467840402056325957597366130091918955832451048133312075670866475857460)*Y^3+(556270965856127008163759998611524703020862145323735501578867054622079374304327855289915240649673105267200000*K.1^3+2116207230149845085280098918556634435080260559185529596228660029273787057561724647361851242907575770927216000*K.1^2+262377561235286422892843132038731633271160371495055951832920842705601799869821320425195898907343596763376000*K.1-2339718283625117094195890057098656595958072870798224986917971316908605281918970355574919166285802264318592000)*Y^2*Z+(1660478239189859551034862239065326341535190533324635653792572134394492201561472918205666062624702431899925952*K.1^3+6510286067100063502640425632408895351971885374606331405458125442016741610114852485580133827955577281362148416*K.1^2+1241502166525016832926812948607534327951469274491049336566593092973758797310411555228684374579845979702478400*K.1-7550807793246868227766211149223452494431017779752977695906883931712917417554367068460993386210930680507573760)*Y*Z^2+(-1536110775830869400769947480416433880130792216120385814061895301177818488154766803081204552477019883024740718080*K.1^3+2205779234266480285205718693097985342895200397952042535226589161710715889084764783832554185514169528032675797760*K.1^2+18338160777695187539397244134587536993714502948005742887196429584860792871807456626142119382396216305363426286080*K.1-17116028856143272291969925382416913652300243794686154232717315277411416133813230345499672525579255249935012147200)*Z^3+1/3*(209758745782367600*K.1^3-251225970132801125*K.1^2-136514870916607925*K.1-757913271233645275)*T^3
